CODICE,lon,lat,INDIRIZZO,SPECIE,"NOME
 COMUNE",name
01MCAQi001,18.04863727,40.27182138,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi002,18.0486358,40.27185929,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi003,18.04863505,40.27189344,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi004,18.04863072,40.27194141,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi005,18.04863184,40.27197689,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi006,18.04862143,40.27203165,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi007,18.04862631,40.27206235,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi008,18.04862094,40.27211525,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi009,18.04861842,40.27218246,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi010,18.04861101,40.27227903,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi011,18.04861852,40.27214679,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi012,18.04860831,40.27231508,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi013,18.04860398,40.27240249,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi014,18.04860134,40.27244414,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi015,18.0486008,40.27248682,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi016,18.04873512,40.27229393,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi017,18.04873705,40.2722304,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi018,18.04874182,40.272158,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi019,18.04874146,40.2721235,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi020,18.04874199,40.27208622,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi021,18.04874465,40.27205607,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi022,18.04874649,40.27202138,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi023,18.04874831,40.27199005,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi024,18.0487521,40.27196026,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi025,18.04874788,40.27191936,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi026,18.04875247,40.27189701,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi027,18.04875277,40.27186299,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi028,18.04875337,40.27183197,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi029,18.04875452,40.27178877,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi030,18.04875548,40.27175007,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi031,18.0488107,40.27162931,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi032,18.04889051,40.27164273,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi033,18.04894322,40.271652,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi034,18.04898071,40.27165991,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi035,18.04902925,40.27166692,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi036,18.04907005,40.271674,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi037,18.04914787,40.27169099,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi038,18.0491753,40.2717313,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi039,18.04915864,40.27175898,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi040,18.04911027,40.27182666,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi041,18.0490891,40.2718597,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi042,18.04907001,40.27189333,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi043,18.04904767,40.27191894,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi044,18.04901885,40.27198121,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi045,18.0490069,40.27200228,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi046,18.04899016,40.27202675,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi047,18.04896988,40.27205887,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi048,18.04895902,40.27207764,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi049,18.04894774,40.27209312,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi050,18.04893245,40.27211894,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi051,18.04892134,40.27213509,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi052,18.04890319,40.27215425,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi053,18.0488643,40.27221868,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi054,18.04884124,40.27224888,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi055,18.04882179,40.27228072,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01MCAQi056,18.04880104,40.27231476,Monumento ai Caduti,Quercus ilex,Leccio,Leccio - Quercus ilex - Monumento ai Caduti
01PUMAs001,18.05950562,40.2674171,Via Don Minzoni,Acaccia saligna,Mimosa sarda,Mimosa sarda - Acaccia saligna - Via Don Minzoni
01PUMCu002,18.05933014,40.26742396,Via Don Minzoni,Cupressus sempervirens,Cipresso mediterraneo,Cipresso mediterraneo - Cupressus sempervirens - Via Don Minzoni
01PUMCu003,18.05923565,40.26742954,Via Don Minzoni,Cupressus sempervirens,Cipresso mediterraneo,Cipresso mediterraneo - Cupressus sempervirens - Via Don Minzoni
01PUMQi004,18.05954895,40.26778941,Via Don Minzoni,Quercus ilex,Leccio,Leccio - Quercus ilex - Via Don Minzoni
01PURAa044,18.05190018,40.27056534,Via Roma,Agave americana,Agave americana,Agave americana - Agave americana - Via Roma
01PURCh023,18.05138011,40.27018308,Via Roma,Chamaerops humilis,Palma nana,Palma nana - Chamaerops humilis - Via Roma
01PURCi031,18.05163546,40.27078687,Via Roma,Citrus spp.,Agrumi,Agrumi - Citrus spp. - Via Roma
01PURCi032,18.05164659,40.27077122,Via Roma,Citrus spp.,Agrumi,Agrumi - Citrus spp. - Via Roma
01PURCi033,18.05165262,40.27077697,Via Roma,Citrus spp.,Agrumi,Agrumi - Citrus spp. - Via Roma
01PURCi034,18.05167034,40.27074917,Via Roma,Citrus spp.,Agrumi,Agrumi - Citrus spp. - Via Roma
01PURCi035,18.05167705,40.27075598,Via Roma,Citrus spp.,Agrumi,Agrumi - Citrus spp. - Via Roma
01PURCi036,18.0516897,40.27073281,Via Roma,Citrus spp.,Agrumi,Agrumi - Citrus spp. - Via Roma
01PURCi037,18.05169487,40.27073894,Via Roma,Citrus spp.,Agrumi,Agrumi - Citrus spp. - Via Roma
01PURCi038,18.05171224,40.27072238,Via Roma,Citrus spp.,Agrumi,Agrumi - Citrus spp. - Via Roma
01PURCi039,18.05170529,40.27071632,Via Roma,Citrus spp.,Agrumi,Agrumi - Citrus spp. - Via Roma
01PURCs030,18.05162219,40.27072879,Via Roma,Cercis siliquastrum,Albero di Giuda,Albero di Giuda - Cercis siliquastrum - Via Roma
01PUREc029,18.05161457,40.27063043,Via Roma,Eucalyptus camaldulensis,Eucalipto rostrato,Eucalipto rostrato - Eucalyptus camaldulensis - Via Roma
01PURFc045,18.05193717,40.27056345,Via Roma,Ficus carica,Fico comune,Fico comune - Ficus carica - Via Roma
01PURFo024,18.05135187,40.27022068,Via Roma,Fraxinus ornus,Orniello,Orniello - Fraxinus ornus - Via Roma
01PURFo025,18.05130528,40.27025294,Via Roma,Fraxinus ornus,Orniello,Orniello - Fraxinus ornus - Via Roma
01PURFo026,18.05125579,40.27028097,Via Roma,Fraxinus ornus,Orniello,Orniello - Fraxinus ornus - Via Roma
01PURGr001,18.05162508,40.27003274,Via Roma,Grevillea robusta,Grevllea robusta,Grevllea robusta - Grevillea robusta - Via Roma
01PURGr002,18.05162508,40.27003274,Via Roma,Grevillea robusta,Grevllea robusta,Grevllea robusta - Grevillea robusta - Via Roma
01PURGr003,18.05195232,40.27028386,Via Roma,Grevillea robusta,Grevllea robusta,Grevllea robusta - Grevillea robusta - Via Roma
01PURGr004,18.05192455,40.27025918,Via Roma,Grevillea robusta,Grevllea robusta,Grevllea robusta - Grevillea robusta - Via Roma
01PURGr005,18.05188437,40.2702295,Via Roma,Grevillea robusta,Grevllea robusta,Grevllea robusta - Grevillea robusta - Via Roma
01PURGr006,18.05184281,40.27019934,Via Roma,Grevillea robusta,Grevllea robusta,Grevllea robusta - Grevillea robusta - Via Roma
01PURGr007,18.05179598,40.27016525,Via Roma,Grevillea robusta,Grevllea robusta,Grevllea robusta - Grevillea robusta - Via Roma
01PURGr008,18.0517463,40.27012651,Via Roma,Grevillea robusta,Grevllea robusta,Grevllea robusta - Grevillea robusta - Via Roma
01PURGr009,18.05170135,40.27008888,Via Roma,Grevillea robusta,Grevllea robusta,Grevllea robusta - Grevillea robusta - Via Roma
01PURGr010,18.05165031,40.27004979,Via Roma,Grevillea robusta,Grevllea robusta,Grevllea robusta - Grevillea robusta - Via Roma
01PURGr012,18.05173474,40.27049494,Via Roma,Grevillea robusta,Grevllea robusta,Grevllea robusta - Grevillea robusta - Via Roma
01PURGr013,18.05170247,40.27047414,Via Roma,Grevillea robusta,Grevllea robusta,Grevllea robusta - Grevillea robusta - Via Roma
01PURGr014,18.05167163,40.27045651,Via Roma,Grevillea robusta,Grevllea robusta,Grevllea robusta - Grevillea robusta - Via Roma
01PURGr015,18.05164456,40.27043412,Via Roma,Grevillea robusta,Grevllea robusta,Grevllea robusta - Grevillea robusta - Via Roma
01PURGr016,18.05161038,40.27041493,Via Roma,Grevillea robusta,Grevllea robusta,Grevllea robusta - Grevillea robusta - Via Roma
01PURGr017,18.05158476,40.2703838,Via Roma,Grevillea robusta,Grevllea robusta,Grevllea robusta - Grevillea robusta - Via Roma
01PURGr018,18.05155307,40.27035519,Via Roma,Grevillea robusta,Grevllea robusta,Grevllea robusta - Grevillea robusta - Via Roma
01PURGr019,18.0515122,40.27033425,Via Roma,Grevillea robusta,Grevllea robusta,Grevllea robusta - Grevillea robusta - Via Roma
01PURGr020,18.05145174,40.27027525,Via Roma,Grevillea robusta,Grevllea robusta,Grevllea robusta - Grevillea robusta - Via Roma
01PURGr021,18.05142366,40.27026299,Via Roma,Grevillea robusta,Grevllea robusta,Grevllea robusta - Grevillea robusta - Via Roma
01PURGr022,18.05140524,40.27023913,Via Roma,Grevillea robusta,Grevllea robusta,Grevllea robusta - Grevillea robusta - Via Roma
01PURJr040,18.05175485,40.27071866,Via Roma,Juglans regia,Noce,Noce - Juglans regia - Via Roma
01PURMo011,18.05177472,40.27051753,Via Roma,Morus alba,Gelso bianco,Gelso bianco - Morus alba - Via Roma
01PUROe042,18.05178083,40.27065686,Via Roma,Olea europaea,Ulivo,Ulivo - Olea europaea - Via Roma
01PUROe043,18.05188936,40.27059155,Via Roma,Olea europaea,Ulivo,Ulivo - Olea europaea - Via Roma
01PURPc027,18.05122614,40.2703178,Via Roma,Phoenix canariensis,Palma delle Canarie,Palma delle Canarie - Phoenix canariensis - Via Roma
01PURPg041,18.05177202,40.27068824,Via Roma,Punica granatum,Melograno,Melograno - Punica granatum - Via Roma
01PURYa028,18.05145468,40.27053732,Via Roma,Yucca aloifolia,Yucca,Yucca - Yucca aloifolia - Via Roma
02PDMCx017,18.04264601,40.26961571,Via casole,Citrus x sinensis,Arancio,Arancio - Citrus x sinensis - Via casole
02PDMDk011,18.04246047,40.26947163,Via casole,Diospyros kaki,Kaki,Kaki - Diospyros kaki - Via casole
02PDMJr016,18.04252868,40.26965209,Via casole,Juglans regia,Noce,Noce - Juglans regia - Via casole
02PDMPh015,18.04252414,40.26959831,Via casole,Pinus halepensis,Pino d'Aleppo,Pino d'Aleppo - Pinus halepensis - Via casole
02PDMRp001,18.04300109,40.26917483,Via Casole,Robinia pseudoacacia,Robinia,Robinia - Robinia pseudoacacia - Via Casole
02PDMRp002,18.04296964,40.26913183,Via Casole,Robinia pseudoacacia,Robinia,Robinia - Robinia pseudoacacia - Via Casole
02PDMRp003,18.04282215,40.26908182,Via Casole,Robinia pseudoacacia,Robinia,Robinia - Robinia pseudoacacia - Via Casole
02PDMRp004,18.04286299,40.26906685,Via Casole,Robinia pseudoacacia,Robinia,Robinia - Robinia pseudoacacia - Via Casole
02PDMRp005,18.04279459,40.26909918,Via Casole,Robinia pseudoacacia,Robinia,Robinia - Robinia pseudoacacia - Via Casole
02PDMRp006,18.04277875,40.26911592,Via Casole,Robinia pseudoacacia,Robinia,Robinia - Robinia pseudoacacia - Via Casole
02PDMRp007,18.04273129,40.26915077,Via Casole,Robinia pseudoacacia,Robinia,Robinia - Robinia pseudoacacia - Via Casole
02PDMRp008,18.04267013,40.26918036,Via Casole,Robinia pseudoacacia,Robinia,Robinia - Robinia pseudoacacia - Via Casole
02PDMRp009,18.04258578,40.26924212,Via Casole,Robinia pseudoacacia,Robinia,Robinia - Robinia pseudoacacia - Via Casole
02PDMRp010,18.04241582,40.26939908,Via Casole,Robinia pseudoacacia,Robinia,Robinia - Robinia pseudoacacia - Via Casole
02PDMRp012,18.04254409,40.26947093,Via Casole,Robinia pseudoacacia,Robinia,Robinia - Robinia pseudoacacia - Via Casole
02PDMRp013,18.04253466,40.26950726,Via Casole,Robinia pseudoacacia,Robinia,Robinia - Robinia pseudoacacia - Via Casole
02PDMRp014,18.04253707,40.26955794,Via Casole,Robinia pseudoacacia,Robinia,Robinia - Robinia pseudoacacia - Via Casole
02PDMRp018,18.04269612,40.26962448,Via Casole,Robinia pseudoacacia,Robinia,Robinia - Robinia pseudoacacia - Via Casole
02PDMRp019,18.04263779,40.26946438,Via Casole,Robinia pseudoacacia,Robinia,Robinia - Robinia pseudoacacia - Via Casole
02PDMRp020,18.04280639,40.26955272,Via Casole,Robinia pseudoacacia,Robinia,Robinia - Robinia pseudoacacia - Via Casole
02PDSAa028,18.04741202,40.27580651,Via Mogadiscio,Agave americana,Agave americana,Agave americana - Agave americana - Via Mogadiscio
02PDSAa029,18.04741952,40.275795,Via Mogadiscio,Agave americana,Agave americana,Agave americana - Agave americana - Via Mogadiscio
02PDSCa035,18.04656578,40.27605954,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa036,18.04651505,40.27610042,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa037,18.0464815,40.27613701,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa038,18.04646096,40.27616979,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa039,18.04647303,40.27618288,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa040,18.04648829,40.27619805,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa041,18.04650226,40.27621567,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa042,18.04651547,40.27623253,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa043,18.04653323,40.27625251,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa044,18.04654623,40.27627342,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa045,18.04655971,40.27629367,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa046,18.04656706,40.2763092,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa047,18.04656706,40.2763092,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa048,18.046592,40.27632643,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa049,18.04661644,40.27634165,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa050,18.04664508,40.27636245,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa051,18.0466669,40.27637743,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa052,18.04668787,40.27639464,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa053,18.04670663,40.27641046,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa054,18.04672385,40.27642281,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa055,18.04675506,40.27644576,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa056,18.04678093,40.2764672,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa057,18.04682021,40.27650801,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa058,18.04685073,40.27653229,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa059,18.04687589,40.27655597,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa060,18.0468938,40.27657198,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa061,18.0469153,40.27658542,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa062,18.04693745,40.27660532,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa063,18.04697259,40.27665483,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa064,18.04699489,40.27667609,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa065,18.04701868,40.27669543,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa066,18.04703963,40.27671397,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa067,18.0470552,40.27672553,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa068,18.04707095,40.27674341,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa069,18.04709196,40.27676035,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa074,18.04705837,40.27629342,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa080,18.04708296,40.27627091,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa092,18.04719247,40.27616168,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa095,18.04724456,40.27673771,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa096,18.04726599,40.276716,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa097,18.04728801,40.27668819,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa098,18.04730549,40.27667222,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa099,18.04731935,40.27665381,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa100,18.04732901,40.27664339,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa101,18.04734712,40.27662407,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa102,18.04736682,40.27661116,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa103,18.04739521,40.27657599,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa104,18.04741955,40.27655609,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa105,18.04743423,40.27653762,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa106,18.04744979,40.27651519,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa107,18.04746694,40.27649962,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa108,18.04748637,40.27647993,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa109,18.04756394,40.27638958,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa110,18.04758466,40.2763753,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa111,18.0476056,40.2763505,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa119,18.04767181,40.27629644,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa120,18.04768715,40.27627559,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa121,18.04770305,40.276259,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa122,18.04771857,40.27623995,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa123,18.04773874,40.27622188,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa124,18.04780018,40.27615958,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa125,18.04782874,40.27613401,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa126,18.04785026,40.27611202,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
02PDSCa127,18.04786776,40.27609428,Via Mogadiscio,Cupressus arizonica,Cipresso dell'Arizona,Cipresso dell'Arizona - Cupressus arizonica - Via Mogadiscio
